Date,Price,Open,High,Low,Vol.,Change %
11-Jun-21,37314.6,36654.3,37641.1,36003.3,109.15K,1.81%
10-Jun-21,36649.4,37375.2,38340.8,35824,154.32K,-1.83%
9-Jun-21,37332.2,33385.5,37517.6,32428.6,209.82K,11.83%
8-Jun-21,33382.9,33574.6,34047.8,31158.1,193.54K,-0.58%
7-Jun-21,33578,35815.4,36754.6,33410.1,119.50K,-6.25%
6-Jun-21,35815.4,35518.7,36434,35265.3,62.20K,0.83%
5-Jun-21,35520,36841.2,37887.6,34832,101.48K,-3.61%
4-Jun-21,36851.3,39191.4,39255.4,35659.9,127.71K,-5.96%
3-Jun-21,39187.3,37555.7,39462.3,37193.6,106.44K,4.34%
2-Jun-21,37555.8,36687.7,38199.9,35981.1,96.89K,2.37%
1-Jun-21,36687.6,37294.3,37850.3,35742.7,113.48K,-1.64%
31-May-21,37298.6,35644,37480.7,34213.2,131.70K,4.62%
30-May-21,35652.8,34589.3,36388.6,33441,104.18K,3.09%
29-May-21,34584.6,35664.5,37227.1,33664.2,160.43K,-3.02%
28-May-21,35662.5,38543.2,38844.1,34772.4,199.58K,-7.17%
27-May-21,38417.3,39249,40322.2,37190.8,122.93K,-2.12%
26-May-21,39249.2,38375.7,40750,37847,153.80K,2.27%
25-May-21,38378.3,38753.6,39740.8,36540.7,163.01K,-0.96%
24-May-21,38750.6,34720.3,39851.7,34474.6,244.88K,11.74%
23-May-21,34679.7,37446.8,38248.7,31192.4,325.73K,-7.39%
22-May-21,37448.3,37291,38776,35314.9,185.83K,0.40%
21-May-21,37297.4,40611.2,42108.3,33592.3,315.50K,-8.40%
20-May-21,40717.2,36706.8,42425.9,35010.4,269.75K,10.88%
19-May-21,36720.5,42898.3,43516.6,30261.7,607.10K,-14.40%
18-May-21,42897.3,43538.5,45770.9,42293.9,154.96K,-1.48%
17-May-21,43541.3,46424.2,46545.4,42201.5,274.76K,-6.21%
16-May-21,46426.4,46729.3,49764.3,43920.8,180.07K,-0.60%
15-May-21,46708.8,49839.1,50640.9,46650.2,131.91K,-6.28%
14-May-21,49839.8,49704.9,51459.2,48874,118.84K,0.27%
13-May-21,49704.6,49398.2,51337.3,46331.1,236.71K,0.65%
12-May-21,49384.2,56694.5,57938.5,49187,160.74K,-12.90%
11-May-21,56695.7,55846.1,56871.1,54550.4,96.47K,1.52%
10-May-21,55848.9,58251.2,59523.9,53678.3,142.61K,-4.10%
9-May-21,58238.3,58840.6,59227,56414.4,103.59K,-1.02%
8-May-21,58840.1,57330.3,59471.1,56972.2,101.27K,2.62%
7-May-21,57337.2,56411.4,58639.3,55300.1,110.01K,1.65%
6-May-21,56405.4,57441,58364.9,55294.5,109.02K,-1.80%
5-May-21,57441.3,53872.5,57936.4,53872.5,119.82K,6.88%
4-May-21,53741.5,57170.6,57201.3,53741.5,132.33K,-6.00%
3-May-21,57169.8,56605.8,58925.1,56562.4,89.24K,1.00%
2-May-21,56603.8,57807.2,57868.4,56110.5,53.61K,-2.08%
1-May-21,57807.1,57719.1,58449.4,57029.5,63.41K,0.15%
30-Apr-21,57720.3,53562.3,57925.6,53088.7,103.74K,7.77%
29-Apr-21,53560.8,54838.6,55173.7,52400,83.90K,-2.34%
28-Apr-21,54841.4,55036,56419.9,53876.4,86.96K,-0.35%
27-Apr-21,55036.5,54011.1,55427.8,53345,84.08K,1.88%
26-Apr-21,54020.5,48963.5,54320.9,48815.9,129.76K,10.33%
25-Apr-21,48963.6,50088.2,50532.4,47098.5,59.20K,-2.25%
24-Apr-21,50088.9,51140.8,51183,48775.2,82.25K,-2.06%
23-Apr-21,51143.6,51707.1,52099.9,47659.4,214.46K,-1.13%
22-Apr-21,51729.5,53821.3,55408.4,50590.9,168.13K,-3.88%
21-Apr-21,53820.2,56479.5,56764.4,53657.6,100.26K,-4.71%
20-Apr-21,56483.2,55645.1,57054.9,53422.5,115.49K,1.50%
19-Apr-21,55646.1,56208.1,57517,54272.3,117.51K,-1.00%
18-Apr-21,56207.1,60043.2,60362.1,51817.6,216.81K,-6.39%
17-Apr-21,60041.9,61358.3,62509.1,59672.1,84.08K,-2.18%
16-Apr-21,61379.7,63211.6,63518.5,60027.3,136.85K,-2.90%
15-Apr-21,63216,62978.6,63729.1,62067.5,76.97K,0.37%
14-Apr-21,62980.4,63544.2,64778,61366.3,130.43K,-0.88%
13-Apr-21,63540.9,59863.6,63659,59839.4,126.56K,6.14%
12-Apr-21,59863.8,59982.1,61259.9,59569.2,81.88K,-0.19%
11-Apr-21,59978.7,59772.4,60667.1,59250.3,58.20K,0.39%
10-Apr-21,59748.4,58127.4,61229,57900,103.72K,2.80%
9-Apr-21,58118.7,58076.8,58890.9,57686,59.22K,0.07%
8-Apr-21,58077.4,55948,58136.7,55721.6,64.78K,3.80%
7-Apr-21,55948.7,57996.3,58627.7,55489.3,110.69K,-3.53%
6-Apr-21,57996.3,59169,59487,57403.3,77.15K,-1.69%
5-Apr-21,58993.4,58202.3,59205.1,56842.7,54.13K,1.36%
4-Apr-21,58199.9,57059.7,58464.8,56470.6,57.21K,2.00%
3-Apr-21,57059.9,58976.8,59770.5,56906.7,68.74K,-3.25%
2-Apr-21,58977.3,58718.2,60134.9,58466.5,72.37K,0.44%
1-Apr-21,58718.3,58763.2,59406.5,58040.7,69.04K,-0.08%
31-Mar-21,58763.7,58771.4,59795.6,56991.6,98.06K,-0.01%
30-Mar-21,58771.3,57614.6,59366.9,57077.1,86.21K,2.00%
29-Mar-21,57616.2,55764.7,58392.6,54951.1,107.91K,3.32%
28-Mar-21,55765.2,55856.9,56504.2,54711.3,58.71K,-0.17%
27-Mar-21,55862.9,55033.8,56531.1,54010.2,73.87K,1.50%
26-Mar-21,55036.1,51317.4,55074.1,51302,100.30K,7.24%
25-Mar-21,51322.3,52330,53175.4,50441.3,143.35K,-1.92%
24-Mar-21,52325.4,54309.1,57169.4,51725.4,137.91K,-3.91%
23-Mar-21,54452.5,54117.5,55813.8,52992.3,84.84K,0.54%
22-Mar-21,54158.3,57379.3,58379.9,53784.2,95.53K,-5.62%
21-Mar-21,57383.8,58097.4,58583.8,55583.3,77.47K,-1.22%
20-Mar-21,58093.4,58084.1,59882.1,57863,67.83K,0.01%
19-Mar-21,58088,57645,59448.3,56305.1,83.98K,0.75%
18-Mar-21,57656,58911.8,60088,57099.6,102.62K,-2.13%
17-Mar-21,58913.5,56892.9,58933.2,54253.2,118.26K,3.56%
16-Mar-21,56889.7,55619.5,56889.7,53342.6,128.51K,1.97%
15-Mar-21,55791.3,59117.4,60565.9,55088.8,117.71K,-5.62%
14-Mar-21,59113.7,61192.7,61673.7,59113.7,80.29K,-3.40%
13-Mar-21,61195.3,57267.4,61795.8,56118.8,134.64K,6.86%
12-Mar-21,57265.1,57806.2,58052.3,55134.5,116.96K,-0.92%
11-Mar-21,57799.5,55851.2,58135,54351.8,129.63K,3.49%
10-Mar-21,55851.9,54882.7,57328.7,53073.6,140.96K,1.77%
9-Mar-21,54879,52352.4,54880.6,51941.3,114.06K,4.91%
8-Mar-21,52311,50988.9,52384.9,49338.1,68.14K,2.61%
7-Mar-21,50982.3,48899,51434.1,48890.6,82.91K,4.35%
6-Mar-21,48855.6,48798.7,49191.8,47132.8,66.66K,0.13%
5-Mar-21,48792.5,48363.6,49429.4,46370.1,113.64K,0.75%
4-Mar-21,48428,50388,51757.7,47521.8,9.56K,-3.90%
3-Mar-21,50395.1,48422.2,52567.9,48159.2,44.93K,4.07%
2-Mar-21,48424.2,49595.6,50191.9,47100.6,102.10K,-2.36%
1-Mar-21,49595.5,45160.5,49774,45008.8,137.52K,9.81%
28-Feb-21,45164,46136,46582,43100.6,135.08K,-2.11%
27-Feb-21,46136.7,46333.1,48335.1,45059.4,98.75K,-0.45%
26-Feb-21,46345.6,46928.5,48413.9,44248.2,189.41K,-1.24%
25-Feb-21,46928.5,49695.9,52013.8,46773.7,83.22K,-5.57%
24-Feb-21,49697.5,48911.1,51311.8,47031.7,153.75K,1.61%
23-Feb-21,48911.2,54114.1,54115,45093.8,315.07K,-9.61%
22-Feb-21,54111.8,57437.6,57480.8,48353.8,244.95K,-5.78%
21-Feb-21,57433.8,55907.6,58335.1,55502.7,87.26K,2.70%
20-Feb-21,55923.7,55922,57523.8,54124.1,127.85K,0.03%
19-Feb-21,55906.6,51590.1,56238.5,50816.8,139.43K,8.38%
18-Feb-21,51582.2,52094.5,52524,50941.6,94.35K,-0.95%
17-Feb-21,52079.2,49161.3,52577.7,49018.1,140.03K,5.92%
16-Feb-21,49169.7,47934.2,50515.8,47044.4,141.37K,2.57%
15-Feb-21,47936.3,48611.1,48936.5,45786.1,123.18K,-1.45%
14-Feb-21,48643.4,47172.1,49695.1,47051.9,106.50K,3.13%
13-Feb-21,47168.7,47373.1,48097.3,46270.5,89.42K,-0.43%
12-Feb-21,47371.7,47995,48927.4,46218.6,133.73K,-1.29%
11-Feb-21,47990.7,44834.8,48622.1,44041.1,145.77K,7.04%
10-Feb-21,44836,46507.8,47295.3,43800.5,151.83K,-3.60%
9-Feb-21,46508.6,46396.4,48143.5,45104.7,193.87K,0.24%
8-Feb-21,46395.7,38853.6,46596.4,38057,248.47K,19.41%
7-Feb-21,38852.9,39228.9,39691.7,37381.6,125.37K,-1.03%
6-Feb-21,39256.6,38300.6,40939.7,38275.3,156.02K,2.50%
5-Feb-21,38297.6,36976.4,38303.6,36640,100.60K,3.56%
4-Feb-21,36982.1,37648.9,38707.9,36380.8,151.44K,-1.77%
3-Feb-21,37646.8,35486.9,37646.8,35401.5,131.03K,6.09%
2-Feb-21,35485.2,33514,35976.1,33462.4,120.85K,5.88%
1-Feb-21,33515.7,33106.8,34685.6,32324.9,126.32K,1.23%
31-Jan-21,33108.1,34281.6,34348.3,32189.9,101.92K,-3.43%
30-Jan-21,34283.1,34300,34920.9,32908.5,128.57K,-0.05%
29-Jan-21,34301.8,33381.7,38546,31953.3,297.73K,2.78%
28-Jan-21,33374.8,30408.9,33790.8,29911.9,167.39K,9.77%
27-Jan-21,30404,32499.6,32545.4,29290.4,194.35K,-6.46%
26-Jan-21,32502.1,32244.1,32917.7,30850,139.84K,0.77%
25-Jan-21,32252.3,32244.3,34854.3,31967.4,142.43K,0.03%
24-Jan-21,32241.3,32088.5,33034.8,30982.9,88.21K,0.47%
23-Jan-21,32088.9,32994.1,33441.4,31418.2,100.70K,-2.76%
22-Jan-21,33000.5,30838.7,33821.2,28871.2,243.09K,7.00%
21-Jan-21,30842.1,35472.3,35591.1,30101.8,253.27K,-13.06%
20-Jan-21,35476.3,35862.1,36384.4,33444.5,153.61K,-1.46%
19-Jan-21,36002.9,36630.6,37821,36001.4,79.11K,-1.67%
18-Jan-21,36613.2,35838.2,37436.8,34801,111.52K,2.16%
17-Jan-21,35839.6,36020.1,36801.3,33883.5,126.82K,-0.50%
16-Jan-21,36019.5,36751.8,37931.7,35408.4,137.02K,-2.24%
15-Jan-21,36845.8,39175.7,39715,34488.7,118.42K,-5.95%
14-Jan-21,39175.7,37383.4,40054.3,36772.1,172.40K,4.80%
13-Jan-21,37382.2,34061.2,37764.6,32451.9,209.93K,9.70%
12-Jan-21,34076.1,35426,36598.7,32572.7,241.93K,-4.13%
11-Jan-21,35544.3,38195.3,38217.2,30411.6,251.04K,-6.93%
10-Jan-21,38192.2,40149.7,41362.4,35141.6,215.78K,-4.88%
9-Jan-21,40151.9,40607.2,41363.5,38775.1,128.42K,-1.10%
8-Jan-21,40599.3,39466.4,41921.7,36613.4,251.29K,2.89%
7-Jan-21,39460.2,36798.5,40340.9,36361.2,249.60K,7.25%
6-Jan-21,36793.2,33999.3,36934.8,33408.3,227.56K,8.24%
5-Jan-21,33991.5,32015.4,34414.7,30010.5,202.13K,6.15%
4-Jan-21,32022.6,33016.6,33587.5,28204.5,255.27K,-2.84%
3-Jan-21,32958.9,32192.9,34755.9,32029.6,155.21K,2.38%
2-Jan-21,32193.3,29359.7,33233.5,29008,240.87K,9.65%
1-Jan-21,29359.9,28951.7,29627.1,28712.4,100.90K,1.42%
31-Dec-20,28949.4,28866.8,29298.8,28025,136.69K,0.28%
30-Dec-20,28868.7,27374.5,28979.3,27374.5,159.82K,5.45%
29-Dec-20,27376,27065.3,27390.7,25902.8,119.57K,1.18%
28-Dec-20,27057.8,26259.2,27444.9,26144.3,126.98K,3.03%
27-Dec-20,26261.3,26460.3,28360.3,25858.2,231.23K,-0.73%
26-Dec-20,26454.4,24714.7,26826,24515.1,155.77K,7.15%
25-Dec-20,24689.6,23728.7,24778.9,23445.3,2.40K,4.02%
24-Dec-20,23736.5,23253.2,23783.7,22737.3,104.59K,2.06%
23-Dec-20,23257.9,23820.8,24063.7,22694.7,178.47K,-2.37%
22-Dec-20,23823.2,22730.4,23825.4,22388.6,130.75K,4.82%
21-Dec-20,22728.5,23474.1,24101.9,22015.5,154.69K,-3.18%
20-Dec-20,23474.9,23843.6,24280.9,23098.9,114.09K,-1.55%
19-Dec-20,23844,23127.6,24107.1,22797,133.88K,3.10%
18-Dec-20,23127.9,22823.3,23272.8,22361.5,131.80K,1.33%
17-Dec-20,22825.4,21352.3,23738,21243.1,310.74K,6.90%
16-Dec-20,21352.2,19434.7,21525.3,19299.7,199.81K,9.87%
15-Dec-20,19434.9,19273.9,19556.3,19076.2,98.39K,0.84%
14-Dec-20,19273.8,19176.4,19346.5,19007,67.11K,0.51%
13-Dec-20,19176.8,18808.1,19403.6,18716.8,82.45K,1.96%
12-Dec-20,18808.9,18026.7,18936.2,18025.1,71.37K,4.36%
11-Dec-20,18023.6,18250.5,18288.3,17600.1,111.53K,-1.23%
10-Dec-20,18247.2,18546.1,18551.8,17926.8,85.31K,-1.61%
9-Dec-20,18546,18322.4,18637.9,17658.8,129.72K,1.20%
8-Dec-20,18326.6,19170.8,19288.6,18229.2,101.41K,-4.40%
7-Dec-20,19170.7,19368.4,19424.6,18908.8,61.98K,-1.08%
6-Dec-20,19379.9,19146,19417.1,18873,54.56K,1.22%
5-Dec-20,19146.5,18657.5,19172.7,18507.1,59.44K,2.62%
4-Dec-20,18658.1,19431.1,19529.5,18610.8,110.63K,-3.99%
3-Dec-20,19433.3,19219.8,19596.6,18883.7,99.97K,1.12%
2-Dec-20,19218.8,18767.9,19335.5,18346.7,91.92K,2.39%
1-Dec-20,18770.7,19697.8,19897.4,18257,208.72K,-4.71%
30-Nov-20,19698.1,18186,19831.2,18186,185.59K,8.32%
29-Nov-20,18185.5,17729.7,18336.3,17530.4,79.12K,2.57%
28-Nov-20,17730.7,17142.6,17874.4,16874.4,95.20K,3.52%
27-Nov-20,17127.1,17160.9,17450.3,16481.6,138.80K,-0.20%
26-Nov-20,17162,18721.9,18894.9,16235.2,312.07K,-8.34%
25-Nov-20,18723,19151.5,19486.7,18527.7,146.12K,-2.24%
24-Nov-20,19152.6,18394.6,19416.6,18074.8,180.79K,4.21%
23-Nov-20,18379.6,18428.1,18756.8,18016,127.35K,-0.18%
22-Nov-20,18412.9,18689.3,18751.5,17644.6,121.76K,-1.47%
21-Nov-20,18687.2,18673.8,18966,18397.5,108.91K,0.06%
20-Nov-20,18675.2,17805.5,18811,17758.4,134.42K,4.90%
19-Nov-20,17803.5,17775.1,18166,17380.1,135.94K,0.16%
18-Nov-20,17774.6,17662.3,18466.1,17258.9,233.43K,0.64%
17-Nov-20,17662.3,16715.8,17845.4,16562,175.87K,5.66%
16-Nov-20,16715.8,15954.1,16880.7,15870.7,118.09K,4.78%
15-Nov-20,15953,16074.7,16158.1,15782.3,58.43K,-0.73%
14-Nov-20,16071,16323.1,16328.2,15717.7,83.64K,-1.55%
13-Nov-20,16324.2,16293,16474.1,15973.4,113.75K,0.18%
12-Nov-20,16294.7,15695.8,16342.7,15483.5,165.54K,3.82%
11-Nov-20,15695.8,15303.1,15953.9,15281,119.07K,2.56%
10-Nov-20,15303.6,15328,15465.3,15096.5,93.36K,-0.15%
9-Nov-20,15327.2,15483.3,15819.6,14816.9,165.04K,-1.01%
8-Nov-20,15483.7,14826.6,15648.3,14720.7,94.99K,4.42%
7-Nov-20,14828.4,15578.2,15754.4,14385.1,160.73K,-4.81%
6-Nov-20,15577.9,15593.9,15955.2,15223.5,186.13K,-0.06%
5-Nov-20,15587.1,14145.6,15739.9,14099.7,227.49K,10.19%
4-Nov-20,14145.6,14023,14238.8,13544.4,140.80K,0.90%
3-Nov-20,14019.9,13560.5,14054,13294.6,108.17K,3.38%
2-Nov-20,13561.4,13759.7,13828.4,13214.2,97.76K,-1.44%
1-Nov-20,13759.4,13795.5,13889.5,13628.7,51.71K,-0.27%
31-Oct-20,13797.3,13560.2,14065.4,13441.7,102.75K,1.75%
30-Oct-20,13559.9,13457,13667.9,13134.5,108.77K,0.76%
29-Oct-20,13457.2,13278.3,13640,12982.9,111.23K,1.34%
28-Oct-20,13278.9,13658.3,13851.7,12907.6,144.18K,-2.77%
27-Oct-20,13657.8,13061.5,13782.3,13050.3,128.64K,4.56%
26-Oct-20,13061.6,13033,13229.7,12792.4,89.47K,0.23%
25-Oct-20,13032.2,13117,13345.3,12900.4,59.73K,-0.65%
24-Oct-20,13117.2,12933.6,13161.5,12876.4,51.20K,1.42%
23-Oct-20,12934.1,12972.7,13025.5,12738.9,73.94K,-0.31%
22-Oct-20,12974.6,12805.5,13183.9,12698.2,113.31K,1.30%
21-Oct-20,12808.7,11913.6,13213.5,11894.6,197.72K,7.51%
20-Oct-20,11913.5,11753.9,12029.4,11685.7,94.59K,1.36%
19-Oct-20,11753.4,11507.1,11823.3,11413.9,73.04K,2.14%
18-Oct-20,11506.9,11362.1,11506.9,11349.8,31.51K,1.27%
17-Oct-20,11362.1,11321.8,11402.7,11274.4,29.86K,0.35%
16-Oct-20,11322,11503.2,11542.2,11224.6,71.42K,-1.57%
15-Oct-20,11503,11421.4,11590.9,11276.7,70.84K,0.72%
14-Oct-20,11420.4,11424.4,11541,11293.5,59.12K,-0.03%
13-Oct-20,11423.8,11533.5,11558,11315.9,64.67K,-0.95%
12-Oct-20,11533.9,11370.8,11715.9,11227.4,84.02K,1.43%
11-Oct-20,11371,11295.6,11439.4,11277.6,41.06K,0.64%
10-Oct-20,11298.4,11053.5,11475,11053.1,65.81K,2.21%
9-Oct-20,11054.2,10923.5,11103,10836.9,70.95K,1.19%
8-Oct-20,10924.1,10670.7,10948.6,10549.6,79.78K,2.37%
7-Oct-20,10670.9,10601,10680.1,10553.3,49.27K,0.64%
6-Oct-20,10602.6,10790.2,10800.3,10530.8,69.07K,-1.73%
5-Oct-20,10789.5,10672.5,10789.6,10623.4,48.86K,1.09%
4-Oct-20,10672.9,10544.4,10693.3,10520.8,31.40K,1.22%
3-Oct-20,10544.2,10572.2,10597.8,10501.2,29.10K,-0.27%
2-Oct-20,10572.3,10619.6,10662.9,10387.6,77.94K,-0.45%
1-Oct-20,10620.5,10776.6,10913.7,10462.7,95.33K,-1.44%
30-Sep-20,10776.1,10843.4,10847.7,10667.6,55.55K,-0.60%
29-Sep-20,10840.9,10694.3,10858.4,10642.4,59.64K,1.38%
28-Sep-20,10693.2,10776.4,10946.6,10685.2,72.29K,-0.77%
27-Sep-20,10776.2,10727.9,10799.2,10602.7,40.92K,0.45%
26-Sep-20,10727.9,10688.9,10793.3,10650.2,37.85K,0.37%
25-Sep-20,10688.8,10739.9,10756,10558.9,71.43K,-0.47%
24-Sep-20,10739.4,10238.1,10787.8,10201,82.95K,4.90%
23-Sep-20,10237.3,10531.5,10535.4,10146.6,74.95K,-2.79%
22-Sep-20,10531.5,10419.4,10570.7,10361.7,63.52K,1.10%
21-Sep-20,10416.8,10919.9,10987.2,10328.5,109.85K,-4.62%
20-Sep-20,10921.5,11081.6,11081.6,10772.7,53.39K,-1.45%
19-Sep-20,11081.8,10933,11177.1,10890.7,51.63K,1.36%
18-Sep-20,10933,10941.3,11029.7,10818.7,63.48K,-0.08%
17-Sep-20,10941.3,10950.1,11039.3,10755.2,77.22K,-0.07%
16-Sep-20,10949.5,10785.2,11093.3,10669.2,94.94K,1.52%
15-Sep-20,10785.3,10675.2,10931.8,10627.8,91.70K,1.03%
14-Sep-20,10675.3,10332.7,10744.3,10264.5,96.64K,3.38%
13-Sep-20,10326,10441.7,10579.6,10219.4,66.12K,-1.11%
12-Sep-20,10441.9,10390.2,10476.8,10275.9,48.49K,0.50%
11-Sep-20,10390.2,10339.8,10398.8,10212.6,62.28K,0.49%
10-Sep-20,10339.7,10224.3,10480.3,10219.2,88.01K,1.13%
9-Sep-20,10224.6,10126.8,10343.3,9984.6,71.37K,0.97%
8-Sep-20,10126.6,10376.9,10434.4,9877.1,113.90K,-2.41%
7-Sep-20,10376.9,10296.4,10400.9,9887,12.40M,0.78%
6-Sep-20,10296.4,10092.2,10337.7,10004.7,12.12M,2.02%
5-Sep-20,10092.2,10472.3,10558.7,9897.8,14.72M,-3.63%
4-Sep-20,10472.5,10168.7,10614.2,9960.3,12.50M,2.99%
3-Sep-20,10168.8,11413.2,11442.7,10009.5,9.65M,-10.90%
2-Sep-20,11413.3,11914.4,11947.5,11244.9,20.26M,-4.21%
1-Sep-20,11914.9,11644.2,12045.9,11544.6,580.69K,2.32%
31-Aug-20,11644.2,11701.1,11760.2,11563.8,496.14K,-0.49%
30-Aug-20,11702,11468.1,11704.2,11462.6,409.36K,2.04%
